Ensembl ID,Cell Count,Gene Name
ENSG00000142655,131,PEX14
ENSG00000204335,130,SP5
ENSG00000178403,130,NEUROG2
ENSG00000143033,130,MTF2
ENSG00000186496,130,ZNF396
ENSG00000177732,130,SOX12
ENSG00000118418,130,HMGN3
ENSG00000001167,130,NFYA
ENSG00000115350,130,POLE4
ENSG00000163214,130,DHX57
ENSG00000167394,130,ZNF668
ENSG00000105229,130,PIAS4
ENSG00000213928,130,IRF9
ENSG00000111358,130,GTF2H3
ENSG00000147604,130,RPL7
ENSG00000170166,130,HOXD4
ENSG00000061455,130,PRDM6
ENSG00000169594,130,BNC1
ENSG00000179909,130,ZNF154
ENSG00000107404,130,DVL1
ENSG00000187607,129,ZNF286A
ENSG00000156150,129,ALX3
ENSG00000006468,129,ETV1
ENSG00000108840,129,HDAC5
ENSG00000197576,129,HOXA4
ENSG00000173757,129,STAT5B
ENSG00000184677,129,ZBTB40
ENSG00000130684,129,ZNF337
ENSG00000128000,129,ZNF780B
ENSG00000069667,128,RORA
ENSG00000157212,128,PAXIP1
ENSG00000197808,128,ZNF461
ENSG00000106546,128,AHR
ENSG00000196247,128,ZNF107
ENSG00000126746,128,ZNF384
ENSG00000115750,128,TAF1B
ENSG00000163795,127,ZNF513
ENSG00000115415,127,STAT1
ENSG00000185551,127,NR2F2
ENSG00000180053,127,NKX2-6
ENSG00000112983,127,BRD8
ENSG00000065548,127,ZC3H15
ENSG00000072310,127,SREBF1
ENSG00000255302,127,EID1
ENSG00000113658,127,SMAD5
ENSG00000118217,127,ATF6
ENSG00000177842,127,ZNF620
ENSG00000204644,127,ZFP57
ENSG00000234284,127,ZNF879
ENSG00000077463,126,SIRT6
ENSG00000185960,126,SHOX
ENSG00000104472,126,CHRAC1
ENSG00000167785,126,ZNF558
ENSG00000124160,126,NCOA5
ENSG00000081721,126,DUSP12
ENSG00000102871,126,TRADD
ENSG00000111145,126,ELK3
ENSG00000213190,126,MLLT11
ENSG00000113068,126,PFDN1
ENSG00000256229,126,ZNF486
ENSG00000020426,126,MNAT1
ENSG00000144792,126,ZNF660
ENSG00000184990,126,SIVA1
ENSG00000196975,126,ANXA4
ENSG00000186376,126,ZNF75D
ENSG00000136504,125,KAT7
ENSG00000161914,125,ZNF653
ENSG00000119725,125,ZNF410
ENSG00000167962,125,ZNF598
ENSG00000111424,125,VDR
ENSG00000176396,125,EID2
ENSG00000107175,125,CREB3
ENSG00000134138,125,MEIS2
ENSG00000198400,124,NTRK1
ENSG00000009307,124,CSDE1
ENSG00000138814,124,PPP3CA
ENSG00000167637,124,ZNF283
ENSG00000221923,124,ZNF880
ENSG00000113318,124,MSH3
ENSG00000187187,124,ZNF546
ENSG00000187815,124,ZFP69
ENSG00000178386,124,ZNF223
ENSG00000074800,123,ENO1
ENSG00000204611,123,ZNF616
ENSG00000168214,123,RBPJ
ENSG00000100403,123,ZC3H7B
ENSG00000276234,123,TADA2A
ENSG00000186272,123,ZNF17
ENSG00000197162,123,ZNF785
ENSG00000152926,123,ZNF117
ENSG00000103994,123,ZNF106
ENSG00000121454,122,LHX4
ENSG00000075975,122,MKRN2
ENSG00000141579,122,ZNF750
ENSG00000100410,122,PHF5A
ENSG00000112715,122,VEGFA
ENSG00000106526,122,ACTR3C
ENSG00000198625,122,MDM4
ENSG00000117010,122,ZNF684
ENSG00000106004,122,HOXA5
ENSG00000116001,121,TIA1
ENSG00000121297,121,TSHZ3
ENSG00000109787,121,KLF3
ENSG00000178573,121,MAF
ENSG00000090339,121,ICAM1
ENSG00000178177,121,LCORL
ENSG00000178928,121,TPRX1
ENSG00000132170,121,PPARG
ENSG00000163884,121,KLF15
ENSG00000158711,120,ELK4
ENSG00000078699,120,CBFA2T2
ENSG00000058673,120,ZC3H11A
ENSG00000160685,120,ZBTB7B
ENSG00000147488,120,ST18
ENSG00000125492,120,BARHL1
ENSG00000136243,120,NUPL2
ENSG00000102804,120,TSC22D1
ENSG00000085276,120,MECOM
ENSG00000184221,120,OLIG1
ENSG00000185811,120,IKZF1
ENSG00000120784,120,ZFP30
ENSG00000125618,119,PAX8
ENSG00000171540,119,OTP
ENSG00000131668,119,BARX1
ENSG00000077092,119,RARB
ENSG00000108671,119,PSMD11
ENSG00000267041,119,ZNF850
ENSG00000236104,119,ZBTB22
ENSG00000175745,119,NR2F1
ENSG00000167554,118,ZNF610
ENSG00000165495,118,PKNOX2
ENSG00000173230,118,GOLGB1
ENSG00000107164,118,FUBP3
ENSG00000107485,118,GATA3
ENSG00000276644,118,DACH1
ENSG00000140382,118,HMG20A
ENSG00000127903,118,ZNF835
ENSG00000204977,118,TRIM13
ENSG00000125285,117,SOX21
ENSG00000171443,117,ZNF524
ENSG00000151748,117,SAV1
ENSG00000179111,117,HES7
ENSG00000198963,117,RORB
ENSG00000117748,117,RPA2
ENSG00000094804,117,CDC6
ENSG00000169083,117,AR
ENSG00000178028,117,DMAP1
ENSG00000168724,117,DNAJC21
ENSG00000133627,117,ACTR3B
ENSG00000169955,117,ZNF747
ENSG00000132382,117,MYBBP1A
ENSG00000159256,117,MORC3
ENSG00000177853,117,ZNF518A
ENSG00000120798,117,NR2C1
ENSG00000166529,117,ZSCAN21
ENSG00000173473,117,SMARCC1
ENSG00000121060,116,TRIM25
ENSG00000181007,116,ZFP82
ENSG00000135679,116,MDM2
ENSG00000275111,116,ZNF2
ENSG00000104365,116,IKBKB
ENSG00000183742,116,MACC1
ENSG00000178860,116,MSC
ENSG00000204231,116,RXRB
ENSG00000014824,116,SLC30A9
ENSG00000109101,116,FOXN1
ENSG00000166164,115,BRD7
ENSG00000213921,115,LEUTX
ENSG00000158055,115,GRHL3
ENSG00000188171,115,ZNF626
ENSG00000188981,115,MSANTD1
ENSG00000164330,115,EBF1
ENSG00000197265,115,GTF2E2
ENSG00000172379,115,ARNT2
ENSG00000090470,115,PDCD7
ENSG00000266265,115,KLF14
ENSG00000136451,114,VEZF1
ENSG00000126752,114,SSX1
ENSG00000213999,114,MEF2B
ENSG00000167034,114,NKX3-1
ENSG00000143355,114,LHX9
ENSG00000179965,114,ZNF771
ENSG00000121481,114,RNF2
ENSG00000106511,114,MEOX2
ENSG00000180479,114,ZNF571
ENSG00000170448,114,NFXL1
ENSG00000189299,113,FOXR2
ENSG00000138378,113,STAT4
ENSG00000179774,113,ATOH7
ENSG00000258873,113,DUXA
ENSG00000196267,113,ZNF836
ENSG00000178917,113,ZNF852
ENSG00000167085,112,PHB
ENSG00000176293,112,ZNF135
ENSG00000160633,112,SAFB
ENSG00000181827,112,RFX7
ENSG00000115297,112,TLX2
ENSG00000078140,112,UBE2K
ENSG00000196428,112,TSC22D2
ENSG00000133250,112,ZNF414
ENSG00000171163,112,ZNF692
ENSG00000269343,111,ZNF587B
ENSG00000116030,111,SUMO1
ENSG00000197114,111,ZGPAT
ENSG00000059378,111,PARP12
ENSG00000196345,111,ZKSCAN7
ENSG00000106459,111,NRF1
ENSG00000175279,111,CENPS
ENSG00000043514,111,TRIT1
ENSG00000198315,110,ZKSCAN8
ENSG00000186766,110,FOXI2
ENSG00000132109,110,TRIM21
ENSG00000171466,110,ZNF562
ENSG00000164438,110,TLX3
ENSG00000138073,110,PREB
ENSG00000121486,110,TRMT1L
ENSG00000104976,109,SNAPC2
ENSG00000100319,109,ZMAT5
ENSG00000112851,109,ERBIN
ENSG00000166716,109,ZNF592
ENSG00000128652,109,HOXD3
ENSG00000123415,109,SMUG1
ENSG00000136352,109,NKX2-1
ENSG00000164920,109,OSR2
ENSG00000102974,109,CTCF
ENSG00000136770,109,DNAJC1
ENSG00000197472,108,ZNF695
ENSG00000169740,108,ZNF32
ENSG00000161277,108,THAP8
ENSG00000125630,108,POLR1B
ENSG00000188227,108,ZNF793
ENSG00000215356,107,ZNF705B
ENSG00000215612,107,HMX1
ENSG00000197019,107,SERTAD1
ENSG00000137413,107,TAF8
ENSG00000215301,107,DDX3X
ENSG00000170374,107,SP7
ENSG00000142528,107,ZNF473
ENSG00000152284,107,TCF7L1
ENSG00000197299,106,BLM
ENSG00000116819,106,TFAP2E
ENSG00000180182,106,MED14
ENSG00000177485,106,ZBTB33
ENSG00000147124,106,ZNF41
ENSG00000080986,105,NDC80
ENSG00000109111,105,SUPT6H
ENSG00000108773,105,KAT2A
ENSG00000141448,105,GATA6
ENSG00000165588,105,OTX2
ENSG00000146463,105,ZMYM4
ENSG00000171634,104,BPTF
ENSG00000122779,104,TRIM24
ENSG00000196233,104,LCOR
ENSG00000167232,104,ZNF91
ENSG00000172534,104,HCFC1
ENSG00000009709,104,PAX7
ENSG00000057935,104,MTA3
ENSG00000241343,104,RPL36A
ENSG00000174738,103,NR1D2
ENSG00000151623,103,NR3C2
ENSG00000128272,103,ATF4
ENSG00000196437,103,ZNF569
ENSG00000138303,103,ASCC1
ENSG00000152795,103,HNRNPDL
ENSG00000172273,103,HINFP
ENSG00000123364,103,HOXC13
ENSG00000086504,103,MRPL28
ENSG00000198597,102,ZNF536
ENSG00000124444,102,ZNF576
ENSG00000183434,102,TFDP3
ENSG00000119772,102,DNMT3A
ENSG00000169057,102,MECP2
ENSG00000184486,102,POU3F2
ENSG00000116120,102,FARSB
ENSG00000196387,101,ZNF140
ENSG00000174744,101,BRMS1
ENSG00000277462,101,ZNF670
ENSG00000092201,101,SUPT16H
ENSG00000148187,101,MRRF
ENSG00000227124,101,ZNF717
ENSG00000141503,101,MINK1
ENSG00000197056,100,ZMYM1
ENSG00000185043,100,CIB1
ENSG00000083635,100,NUFIP1
ENSG00000095794,100,CREM
ENSG00000113761,100,ZNF346
ENSG00000177932,100,ZNF354C
ENSG00000196214,100,ZNF766
ENSG00000205683,100,DPF3
ENSG00000079263,100,SP140
ENSG00000140993,100,TIGD7
ENSG00000177030,100,DEAF1
ENSG00000176222,100,ZNF404
ENSG00000188707,99,ZBED6CL
ENSG00000196597,99,ZNF782
ENSG00000148300,99,REXO4
ENSG00000003756,99,RBM5
ENSG00000136997,99,MYC
ENSG00000130382,99,MLLT1
ENSG00000157036,98,EXOG
ENSG00000138385,98,SSB
ENSG00000198807,98,PAX9
ENSG00000196591,98,HDAC2
ENSG00000058729,98,RIOK2
ENSG00000204514,98,ZNF814
ENSG00000064933,98,PMS1
ENSG00000117625,98,RCOR3
ENSG00000174796,98,THAP6
ENSG00000147117,97,ZNF157
ENSG00000186230,97,ZNF749
ENSG00000156650,97,KAT6B
ENSG00000204947,97,ZNF425
ENSG00000141030,97,COPS3
ENSG00000164048,97,ZNF589
ENSG00000105991,96,HOXA1
ENSG00000083838,96,ZNF446
ENSG00000143171,96,RXRG
ENSG00000100146,96,SOX10
ENSG00000175832,96,ETV4
ENSG00000136169,96,SETDB2
ENSG00000168298,95,HIST1H1E
ENSG00000105866,95,SP4
ENSG00000122299,95,ZC3H7A
ENSG00000143257,95,NR1I3
ENSG00000071794,95,HLTF
ENSG00000112343,95,TRIM38
ENSG00000143437,95,ARNT
ENSG00000118007,95,STAG1
ENSG00000100393,95,EP300
ENSG00000173801,95,JUP
ENSG00000196350,95,ZNF729
ENSG00000188283,95,ZNF383
ENSG00000108094,95,CUL2
ENSG00000164334,95,FAM170A
ENSG00000121741,94,ZMYM2
ENSG00000101945,94,SUV39H1
ENSG00000243943,94,ZNF512
ENSG00000071564,94,TCF3
ENSG00000214336,94,FOXI3
ENSG00000141946,94,ZIM3
ENSG00000166169,94,POLL
ENSG00000108557,94,RAI1
ENSG00000184110,94,EIF3C
ENSG00000126603,93,GLIS2
ENSG00000082641,93,NFE2L1
ENSG00000006704,93,GTF2IRD1
ENSG00000163508,93,EOMES
ENSG00000123095,93,BHLHE41
ENSG00000144331,93,ZNF385B
ENSG00000169856,93,ONECUT1
ENSG00000153266,93,FEZF2
ENSG00000186350,92,RXRA
ENSG00000173545,92,ZNF622
ENSG00000120837,92,NFYB
ENSG00000181163,92,NPM1
ENSG00000127511,92,SIN3B
ENSG00000102901,92,CENPT
ENSG00000189298,92,ZKSCAN3
ENSG00000175691,91,ZNF77
ENSG00000178913,91,TAF7
ENSG00000005156,91,LIG3
ENSG00000157557,91,ETS2
ENSG00000166860,90,ZBTB39
ENSG00000159917,90,ZNF235
ENSG00000145220,90,LYAR
ENSG00000117595,90,IRF6
ENSG00000112033,90,PPARD
ENSG00000196652,90,ZKSCAN5
ENSG00000196693,90,ZNF33B
ENSG00000132485,90,ZRANB2
ENSG00000273274,90,ZBTB8B
ENSG00000232237,89,ASCL5
ENSG00000130584,89,ZBTB46
ENSG00000170549,89,IRX1
ENSG00000111642,89,CHD4
ENSG00000245848,89,CEBPA
ENSG00000148411,89,NACC2
ENSG00000197013,89,ZNF429
ENSG00000163848,89,ZNF148
ENSG00000137273,88,FOXF2
ENSG00000147133,88,TAF1
ENSG00000197782,88,ZNF780A
ENSG00000170631,88,ZNF16
ENSG00000116717,88,GADD45A
ENSG00000186130,87,ZBTB6
ENSG00000101544,87,ADNP2
ENSG00000125352,87,RNF113A
ENSG00000131721,87,RHOXF2
ENSG00000100968,87,NFATC4
ENSG00000124459,87,ZNF45
ENSG00000104903,87,LYL1
ENSG00000075426,87,FOSL2
ENSG00000197372,87,ZNF675
ENSG00000178567,87,EPM2AIP1
ENSG00000103326,86,CAPN15
ENSG00000153048,86,CARHSP1
ENSG00000064218,86,DMRT3
ENSG00000189144,86,ZNF573
ENSG00000152217,86,SETBP1
ENSG00000165392,85,WRN
ENSG00000115816,85,CEBPZ
ENSG00000125798,85,FOXA2
ENSG00000166211,85,SPIC
ENSG00000164299,85,SPZ1
ENSG00000106554,85,CHCHD3
ENSG00000181315,85,ZNF322
ENSG00000144485,85,HES6
ENSG00000138380,85,CARF
ENSG00000068305,85,MEF2A
ENSG00000124151,85,NCOA3
ENSG00000166349,84,RAG1
ENSG00000173145,84,NOC3L
ENSG00000183495,83,EP400
ENSG00000204859,83,ZBTB48
ENSG00000102349,83,KLF8
ENSG00000151500,83,THYN1
ENSG00000073861,82,TBX21
ENSG00000130856,82,ZNF236
ENSG00000066336,82,SPI1
ENSG00000187987,82,ZSCAN23
ENSG00000088876,82,ZNF343
ENSG00000198300,82,PEG3
ENSG00000125968,81,ID1
ENSG00000109705,81,NKX3-2
ENSG00000141480,81,ARRB2
ENSG00000196132,81,MYT1
ENSG00000102038,81,SMARCA1
ENSG00000256294,81,ZNF225
ENSG00000102908,80,NFAT5
ENSG00000170954,80,ZNF415
ENSG00000035499,80,DEPDC1B
ENSG00000151379,80,MSGN1
ENSG00000183779,80,ZNF703
ENSG00000171467,80,ZNF318
ENSG00000042429,80,MED17
ENSG00000125651,80,GTF2F1
ENSG00000105516,79,DBP
ENSG00000171532,79,NEUROD2
ENSG00000213020,79,ZNF611
ENSG00000164050,79,PLXNB1
ENSG00000205922,79,ONECUT3
ENSG00000164651,79,SP8
ENSG00000138375,78,SMARCAL1
ENSG00000135100,78,HNF1A
ENSG00000160917,78,CPSF4
ENSG00000171865,78,RNASEH1
ENSG00000127191,78,TRAF2
ENSG00000175054,78,ATR
ENSG00000204713,77,TRIM27
ENSG00000177700,77,POLR2L
ENSG00000175221,76,MED16
ENSG00000106829,76,TLE4
ENSG00000028310,76,BRD9
ENSG00000180318,76,ALX1
ENSG00000074266,76,EED
ENSG00000142611,76,PRDM16
ENSG00000181472,76,ZBTB2
ENSG00000177599,76,ZNF491
ENSG00000010030,75,ETV7
ENSG00000100987,75,VSX1
ENSG00000171606,75,ZNF274
ENSG00000161405,75,IKZF3
ENSG00000165804,74,ZNF219
ENSG00000070501,74,POLB
ENSG00000140386,74,SCAPER
ENSG00000153922,74,CHD1
ENSG00000063587,73,ZNF275
ENSG00000172262,73,ZNF131
ENSG00000138709,72,LARP1B
ENSG00000198342,72,ZNF442
ENSG00000184517,72,ZFP1
ENSG00000005073,72,HOXA11
ENSG00000106689,72,LHX2
ENSG00000135870,72,RC3H1
ENSG00000105967,72,TFEC
ENSG00000180346,72,TIGD2
ENSG00000197780,71,TAF13
ENSG00000245680,71,ZNF585B
ENSG00000101493,71,ZNF516
ENSG00000143442,71,POGZ
ENSG00000100902,71,PSMA6
ENSG00000196453,70,ZNF777
ENSG00000144366,70,GULP1
ENSG00000103449,70,SALL1
ENSG00000149480,70,MTA2
ENSG00000187741,70,FANCA
ENSG00000080802,70,CNOT4
ENSG00000100206,70,DMC1
ENSG00000143867,70,OSR1
ENSG00000148200,70,NR6A1
ENSG00000132749,70,TESMIN
ENSG00000158805,70,ZNF276
ENSG00000135899,69,SP110
ENSG00000135373,69,EHF
ENSG00000134574,69,DDB2
ENSG00000170581,69,STAT2
ENSG00000162613,68,FUBP1
ENSG00000102393,68,GLA
ENSG00000167550,68,RHEBL1
ENSG00000176371,68,ZSCAN2
ENSG00000166200,67,COPS2
ENSG00000160352,67,ZNF714
ENSG00000116990,67,MYCL
ENSG00000143013,67,LMO4
ENSG00000101115,67,SALL4
ENSG00000158545,67,ZC3H18
ENSG00000143498,66,TAF1A
ENSG00000089902,66,RCOR1
ENSG00000140265,66,ZSCAN29
ENSG00000054267,66,ARID4B
ENSG00000105699,66,LSR
ENSG00000110777,66,POU2AF1
ENSG00000159915,66,ZNF233
ENSG00000152455,66,SUV39H2
ENSG00000134595,65,SOX3
ENSG00000196646,65,ZNF136
ENSG00000115163,65,CENPA
ENSG00000184271,65,POU6F1
ENSG00000146143,65,PRIM2
ENSG00000132646,65,PCNA
ENSG00000056277,64,ZNF280C
ENSG00000198556,64,ZNF789
ENSG00000237440,64,ZNF737
ENSG00000102098,64,SCML2
ENSG00000184895,63,SRY
ENSG00000101057,63,MYBL2
ENSG00000080503,63,SMARCA2
ENSG00000081059,63,TCF7
ENSG00000186812,63,ZNF397
ENSG00000113108,63,APBB3
ENSG00000152467,62,ZSCAN1
ENSG00000177946,62,CENPBD1
ENSG00000089775,62,ZBTB25
ENSG00000205857,62,NANOGNB
ENSG00000174928,62,C3orf33
ENSG00000188342,62,GTF2F2
ENSG00000196812,62,ZSCAN16
ENSG00000165643,61,SOHLH1
ENSG00000138668,61,HNRNPD
ENSG00000197134,61,ZNF257
ENSG00000169554,61,ZEB2
ENSG00000135365,61,PHF21A
ENSG00000204498,61,NFKBIL1
ENSG00000116793,61,PHTF1
ENSG00000167635,61,ZNF146
ENSG00000122481,60,RWDD3
ENSG00000083814,60,ZNF671
ENSG00000111049,60,MYF5
ENSG00000140987,60,ZSCAN32
ENSG00000274529,60,SEBOX
ENSG00000151612,60,ZNF827
ENSG00000187079,59,TEAD1
ENSG00000085721,59,RRN3
ENSG00000159200,58,RCAN1
ENSG00000196757,58,ZNF700
ENSG00000008838,58,MED24
ENSG00000120656,58,TAF12
ENSG00000125813,58,PAX1
ENSG00000059728,57,MXD1
ENSG00000153879,57,CEBPG
ENSG00000130726,57,TRIM28
ENSG00000168310,57,IRF2
ENSG00000151650,57,VENTX
ENSG00000253548,56,PYDC2
ENSG00000136630,56,HLX
ENSG00000133740,56,E2F5
ENSG00000164620,55,RELL2
ENSG00000137486,55,ARRB1
ENSG00000137090,55,DMRT1
ENSG00000025156,55,HSF2
ENSG00000141002,54,TCF25
ENSG00000008197,54,TFAP2D
ENSG00000116017,54,ARID3A
ENSG00000197037,54,ZSCAN25
ENSG00000213762,54,ZNF134
ENSG00000213588,53,ZBTB9
ENSG00000090447,53,TFAP4
ENSG00000198046,53,ZNF667
ENSG00000179886,53,TIGD5
ENSG00000184967,52,NOC4L
ENSG00000116761,52,CTH
ENSG00000106245,52,BUD31
ENSG00000196458,52,ZNF605
ENSG00000166337,52,TAF10
ENSG00000160321,51,ZNF208
ENSG00000075292,51,ZNF638
ENSG00000198393,51,ZNF26
ENSG00000140548,51,ZNF710
ENSG00000061273,50,HDAC7
ENSG00000169136,50,ATF5
ENSG00000127481,50,UBR4
ENSG00000162599,50,NFIA
ENSG00000105821,49,DNAJC2
ENSG00000062370,49,ZNF112
ENSG00000120690,49,ELF1
ENSG00000142025,49,DMRTC2
ENSG00000186918,48,ZNF395
ENSG00000185869,48,ZNF829
ENSG00000070476,47,ZXDC
ENSG00000174332,47,GLIS1
ENSG00000170325,47,PRDM10
ENSG00000196150,47,ZNF250
ENSG00000139624,47,CERS5
ENSG00000182141,47,ZNF708
ENSG00000136866,47,ZFP37
ENSG00000172465,47,TCEAL1
ENSG00000083812,47,ZNF324
ENSG00000141956,47,PRDM15
ENSG00000132604,46,TERF2
ENSG00000073584,46,SMARCE1
ENSG00000105298,46,CACTIN
ENSG00000136535,46,TBR1
ENSG00000102145,46,GATA1
ENSG00000197008,45,ZNF138
ENSG00000160201,45,U2AF1
ENSG00000160094,45,ZNF362
ENSG00000140575,44,IQGAP1
ENSG00000163659,44,TIPARP
ENSG00000204920,43,ZNF155
ENSG00000124562,43,SNRPC
ENSG00000060566,43,CREB3L3
ENSG00000198218,43,QRICH1
ENSG00000159882,42,ZNF230
ENSG00000081386,42,ZNF510
ENSG00000176946,42,THAP4
ENSG00000159588,42,CCDC17
ENSG00000165702,42,GFI1B
ENSG00000136944,42,LMX1B
ENSG00000175809,42,ZNF645
ENSG00000095951,41,HIVEP1
ENSG00000135164,40,DMTF1
ENSG00000171703,40,TCEA2
ENSG00000166526,40,ZNF3
ENSG00000148835,39,TAF5
ENSG00000168036,39,CTNNB1
ENSG00000176009,39,ASCL3
ENSG00000196172,38,ZNF681
ENSG00000172006,37,ZNF554
ENSG00000008196,37,TFAP2B
ENSG00000127445,37,PIN1
ENSG00000120094,37,HOXB1
ENSG00000189042,37,ZNF567
ENSG00000119614,37,VSX2
ENSG00000204304,36,PBX2
ENSG00000196466,36,ZNF799
ENSG00000063978,36,RNF4
ENSG00000101190,35,TCFL5
ENSG00000125820,34,NKX2-2
ENSG00000198081,34,ZBTB14
ENSG00000160949,34,TONSL
ENSG00000187626,34,ZKSCAN4
ENSG00000112333,34,NR2E1
ENSG00000109132,33,PHOX2B
ENSG00000109906,33,ZBTB16
ENSG00000113430,33,IRX4
ENSG00000096401,33,CDC5L
ENSG00000198546,33,ZNF511
ENSG00000165119,33,HNRNPK
ENSG00000217236,32,SP9
ENSG00000108055,31,SMC3
ENSG00000148572,30,NRBF2
ENSG00000174255,30,ZNF80
ENSG00000126733,30,DACH2
ENSG00000134058,30,CDK7
ENSG00000125482,30,TTF1
ENSG00000066136,29,NFYC
ENSG00000137947,29,GTF2B
ENSG00000197961,29,ZNF121
ENSG00000152944,29,MED21
ENSG00000197062,29,ZSCAN26
ENSG00000164600,29,NEUROD6
ENSG00000170653,28,ATF7
ENSG00000111641,28,NOP2
ENSG00000135801,28,TAF5L
ENSG00000143947,26,RPS27A
ENSG00000204612,24,FOXB2
ENSG00000087191,24,PSMC5
ENSG00000215343,23,ZNF705D
ENSG00000164611,23,PTTG1
ENSG00000103343,23,ZNF174
ENSG00000166888,23,STAT6
ENSG00000131747,22,TOP2A
ENSG00000183431,22,SF3A3
ENSG00000204569,21,PPP1R10
ENSG00000112282,21,MED23
ENSG00000147669,20,POLR2K
ENSG00000244405,19,ETV5
ENSG00000128513,19,POT1
ENSG00000139800,19,ZIC5
ENSG00000115112,18,TFCP2L1
ENSG00000119403,18,PHF19 
ENSG00000163064,17,EN1
ENSG00000144161,16,ZC3H8
ENSG00000138346,16,DNA2
ENSG00000165185,16,KIAA1958
ENSG00000254004,13,ZNF260
ENSG00000148606,13,POLR3A
ENSG00000174586,12,ZNF497
ENSG00000197757,11,HOXC6
ENSG00000196967,11,ZNF585A
ENSG00000177494,10,ZBED2
ENSG00000148303,10,RPL7A
ENSG00000086589,9,RBM22
ENSG00000116288,8,PARK7
ENSG00000181449,7,SOX2
ENSG00000157193,7,LRP8
ENSG00000198783,5,ZNF830
ENSG00000105486,3,LIG1
ENSG00000196391,2,ZNF774
